delta,theta,alpha,beta,gamma,f1,f2,f3,f4
1.3935915773777273e+25,1.8733835708060282e+25,1.8707437087605537e+25,8.388366721151567e+25,7.004387495206849e+25,735295109750.3,26325321534431.086,1030000000000000.0,-9210000.0
4701015245372216.0,6366213366383989.0,6324134708519222.0,2.7953651859940524e+16,2.3367351698349296e+16,13360507.666861452,471996616.8164921,16900000000.0,-31700.0
2.0038045246160976e+16,2.6637404646060676e+16,2.676321629144879e+16,1.2193226751159256e+17,1.0083986497425483e+17,21938931.482155282,984528190.2539295,49200000000.0,-318000000.0
906671717138192.2,1242822518323614.5,1242827304479999.2,5597792105490300.0,4646973124558096.0,5790351.295717277,209325669.57191744,8630000000.0,-25000000.0
1.351685020995035e+25,1.8236982200126507e+25,1.8214619825036622e+25,8.171205234654934e+25,6.821108246739642e+25,728449096094.2946,25967281643602.582,958000000000000.0,-142000000.0
1.541125326194836e+26,2.097783315226916e+26,2.1001645811984303e+26,9.478152076147302e+26,7.885082055009358e+26,2453152248662.193,88191069001415.5,3470000000000000.0,-5390000000000.0
2.524367435552227e+16,3.3099934237564176e+16,3.0518268026724884e+16,9.601326249251432e+16,6.091432535961224e+16,31298501.967953544,902695605.1911999,35300000000.0,-205000000.0
4579669541620780.0,6298873742544218.0,6301028948220736.0,2.8373928520545932e+16,2.3496355648274684e+16,12847379.464809658,470518573.81254697,20200000000.0,-29100000.0
3.087099720645173e+23,4.070704889383485e+23,4.078863528926372e+23,1.8448706626048863e+24,1.5327668269259736e+24,77191449342.98041,3902729815375.268,197000000000000.0,-517000000000.0
1.5223626234297058e+23,2.0557711850503504e+23,2.0548505950237034e+23,9.236305548340508e+23,7.699473971276403e+23,77332262255.81018,2758616524754.029,101000000000000.0,-79600000.0
6.160664564873164e+26,8.528004929466372e+26,8.529204268551068e+26,3.839565279678449e+27,3.1988935383475795e+27,4320238603881.5996,177331068449400.0,8630000000000000.0,-1690000000000.0
3.7488414143895522e+22,5.02537232679886e+22,5.020651025451855e+22,2.252951472412653e+23,1.875299684459223e+23,37788399206.06492,1361025902171.6104,55800000000000.0,-766000000.0
5.928948845580895e+24,8.018329399330932e+24,8.008346903468689e+24,3.5924269985167347e+25,2.9989620167546645e+25,483147890903.24915,17213778975810.549,621000000000000.0,-23500000.0
4713976166038300.0,6335481137359012.0,6226306990218607.0,2.624710742289333e+16,2.0719553977570296e+16,13385085.684067981,455936942.57271606,17000000000.0,-24500000.0
1.1499973920133228e+24,1.5671519663950647e+24,1.568210238354371e+24,7.069279473408231e+24,5.884477252589636e+24,211351057426.72028,7617971914635.836,306000000000000.0,-270000000000.0
2.572312612616777e+16,3.586482189597499e+16,3.6001875934119756e+16,1.6364306571670518e+17,1.354671208243654e+17,26480803.035192605,1124166229.1542172,55400000000.0,-325000000.0
3147307021949572.5,4365326072520246.0,4382481356688321.0,1.9928811062048536e+16,1.6470223840548478e+16,10140650.006541736,392663725.22299856,18300000000.0,-125000000.0
2091734320490747.0,2808017236533318.0,2816274922566290.0,1.2768390329025388e+16,1.0541908248256144e+16,8514686.683429044,317466084.60022366,14100000000.0,-85900000.0
2.0036078022516964e+16,2.703708322118629e+16,2.670259828743255e+16,1.1399744001326616e+17,9.1499586832345e+16,27598315.252002038,950447725.1891081,34800000000.0,-170000000.0
7662592882094064.0,1.0304765854480064e+16,1.0310612048873452e+16,4.649605835637014e+16,3.865350166850495e+16,16599271.373704135,607204431.8277185,25900000000.0,-58000000.0
3.130025749188563e+18,4.1851261106932204e+18,3.900867597836255e+18,1.1712350695904113e+19,3.5226291322105385e+18,320661989.25637305,9482788316.2838,375000000000.0,-2680000000.0
2.5001606691768508e+16,3.398415575973668e+16,3.39256868550708e+16,1.5184243232736598e+17,1.2590862851403187e+17,30791594.555331994,1094096988.0557525,39900000000.0,-3430000.0
3.0688231435507784e+18,4.048624775639023e+18,4.0558493109807636e+18,1.8214387353397037e+19,1.4667784358376493e+19,262322168.7292686,12126537724.757084,611000000000.0,-3690000000.0
2847460446257988.5,3852554351916780.5,3840069683481109.5,1.715332156465052e+16,1.4329648769389394e+16,10372855.091172965,368946858.3520601,13900000000.0,-13800.0
3954804464518841.0,5392252717569070.0,5318684888741764.0,2.269973118297497e+16,1.806475237646187e+16,12037302.679714207,422696010.7388408,17900000000.0,-102000000.0
2809695410112225.5,3808378692322897.0,3756183218296401.0,1.6104560899580574e+16,1.3175919620791064e+16,10310548.946286283,358666446.50803035,13900000000.0,-4280000.0
2.53073927202959e+25,3.4400717040217163e+25,3.435909383592263e+25,1.5414309726363306e+26,1.2867188574458113e+26,994585129150.2617,35635394364408.34,1400000000000000.0,-60400000.0
1745471199421728.0,2366631899707506.0,2334871547698251.0,1.0057981103632712e+16,8228770204523864.0,8122224.858932061,283068952.13320905,11000000000.0,-738000.0
1.3367706559248576e+23,1.779432647366849e+23,1.7811391205678635e+23,8.034871183764291e+23,6.684921968186105e+23,68062537870.03448,2574434716978.278,117000000000000.0,-175000000000.0
878633017052725.5,1193698578118723.0,1194606333398828.5,5392991846285729.0,4477400057256336.0,5769068.1487691915,206052040.28955665,7480000000.0,-20600000.0
9.33634557996004e+26,1.2648950590851014e+27,1.2658208026664386e+27,5.706886019109301e+27,4.750556285702287e+27,6061600477303.573,216584743224154.84,7910000000000000.0,-9110000000000.0
1.6861261448004583e+24,2.2984637009341027e+24,2.3012216523331778e+24,1.038737768370639e+25,8.640088853985213e+24,255887247873.40286,9230264470899.4,371000000000000.0,-685000000000.0
4.808709378845209e+25,6.243796185080396e+25,5.493904532520577e+25,1.2789203258089043e+26,6.851615872086585e+25,1301672520976.4858,38441412800691.164,1400000000000000.0,-2380000000000.0
5.2729567627423064e+16,6.975804097887518e+16,6.290669319827069e+16,1.591190430629964e+17,2.0752510597080644e+16,36858809.52659363,960868746.7317408,32600000000.0,-72900000.0
6.491306292351769e+20,8.390299853605369e+20,7.700146555275055e+20,2.058507206116657e+21,2.0532823140263667e+20,5076580634.690788,128898067869.85965,3710000000000.0,-16900000000.0
5808541526300514.0,8083904598188143.0,8088732678451609.0,3.648161998142132e+16,3.034771525561367e+16,12607180.762056826,532301029.35890067,26200000000.0,-39400000.0
3.333845728499547e+25,4.4871695908014775e+25,4.483040039295415e+25,2.0126806253097673e+26,1.6793442855161882e+26,1139561384833.6602,40755032371706.15,1570000000000000.0,-455000000.0
1.0414048614007868e+16,1.4118847307595624e+16,1.414966990393926e+16,6.403900863126403e+16,5.302256786979387e+16,19794740.73580175,709183412.0305703,27100000000.0,-100000000.0
2495803475795677.0,3328654943656366.0,3210314953546547.0,1.2355770011925896e+16,9044823883683254.0,9776068.153431185,313445159.00672543,11300000000.0,-59400000.0
1051662257686111.4,1413720553090470.5,1414205356527036.0,6346274232191333.0,5211304707697840.0,6139943.464549373,224057132.16897157,9680000000.0,-64200000.0
7170806120260902.0,9857844212274118.0,9744601202349142.0,4.160114738904084e+16,3.2788552414658576e+16,15502058.2037278,568826120.9153048,26500000000.0,-176000000.0
2252932663930870.5,3031651267856384.0,3024671101929250.5,1.351164687716147e+16,1.1140894138413936e+16,9091169.521403806,326405621.7804042,13500000000.0,-12600.0
9.342544528676102e+18,1.1826873977762079e+19,1.088044683989695e+19,2.934799865691438e+19,2.9920177400439977e+18,433564479.5363349,14974711797.078524,551000000000.0,-3810000000.0
9.879959380228072e+23,1.320620498845217e+24,1.3203310857353406e+24,5.938303395565323e+24,4.949396449260756e+24,191222979868.89563,7002043688761.776,300000000000000.0,-35100000000.0
8.888663929265544e+23,1.2058525384085511e+24,1.2072770657620213e+24,5.448485027614104e+24,4.529386411032786e+24,186968882415.61697,6687137620539.276,249000000000000.0,-447000000000.0
1.4055297589957417e+26,1.879732612006668e+26,1.880407001612192e+26,8.469731978899823e+26,7.05421282079067e+26,2283158305301.8594,83584127580957.39,3570000000000000.0,-2090000000000.0
1.3917980207002292e+26,1.8699066607856043e+26,1.8688472966745227e+26,8.397896108772872e+26,7.003890393992972e+26,2317386471717.301,83246193568343.02,3310000000000000.0,-70900000.0
9.543789609993134e+18,1.2310479563336382e+19,1.1765529699376652e+19,4.1284016947756245e+19,1.8741534817310028e+19,431756847.0547427,13393656729.391161,548000000000.0,-2070000000.0
1.3129430795472883e+26,1.8064264495740257e+26,1.8071242186252886e+26,8.140198725104376e+26,6.77952447405019e+26,2157019481111.8767,81685606036008.19,3720000000000000.0,-3030000000000.0
1.1294746385974989e+22,1.4655572260480774e+22,1.3444492288304746e+22,3.5930915146504507e+22,3.567418079384265e+21,21269729539.291153,535640352525.1599,13700000000000.0,-49800000000.0
1593804532871666.5,2126945978996041.5,2115963356604883.2,9402014369970340.0,7862732102255369.0,7359940.970891516,274520767.08471143,12400000000.0,-413000.0
7.474662462846167e+24,1.0221011041698538e+25,1.0227432825813226e+25,4.609827596951082e+25,3.8377609455537984e+25,533319489290.1111,19447370781271.305,820000000000000.0,-751000000000.0
2.845707143836532e+23,3.921419658628373e+23,3.924747301123825e+23,1.7699910159718404e+24,1.47294417703673e+24,99273815928.01372,3806818290046.235,176000000000000.0,-224000000000.0
1.9513020449670242e+19,2.6164196034068177e+19,2.6065820426509517e+19,1.1531066533618716e+20,9.321586234348904e+19,866245189.7417576,30535672880.138855,1220000000000.0,-5290000000.0
7.060113052348477e+25,9.59287860657549e+25,9.582662991347817e+25,4.3006192252885195e+26,3.589384778880104e+26,1662467577587.4146,59521306602847.52,2320000000000000.0,-47800000.0
2687848644567101.0,3708081194642606.0,3718688492073201.0,1.6857045058498834e+16,1.3914145248293194e+16,9749028.099470165,361604299.9225815,15900000000.0,-79900000.0
2.5024612582231126e+26,3.388091935233737e+26,3.3892145900896545e+26,1.5264631672087928e+27,1.2714059890158375e+27,3138340356013.849,112057026202475.89,4060000000000000.0,-2340000000000.0
4666237120267096.0,6174283803957859.0,6126949240073614.0,2.6710150191394704e+16,2.168753458479306e+16,11357367.12825339,464043981.9725832,22800000000.0,-114000000.0
3072477755468059.5,4199394196646725.0,4209052285813198.5,1.907310668943168e+16,1.5820300371950844e+16,10759902.397760235,386501820.5124116,14900000000.0,-57200000.0
3424319127052096.0,4561144931636781.0,4255877418441660.0,1.401783169826528e+16,9712830738762378.0,11094292.089894583,349096668.45053285,14000000000.0,-53200000.0
2391560611516090.0,3296717623794973.5,3289912224085489.5,1.4739997409846986e+16,1.2293392487980724e+16,9083369.875763036,339807019.51532054,15300000000.0,-13800.0
8.454250717316546e+24,1.13811158870356e+25,1.1390206246816103e+25,5.13612126248332e+25,4.274765036187292e+25,572821066749.7699,20559988462056.87,802000000000000.0,-1110000000000.0
4543123570300570.0,6097883874891312.0,5948308096353902.0,2.4341828734452748e+16,1.893154804408193e+16,13169339.935586352,440418174.80224514,16000000000.0,-24000000.0
6.079584259465877e+25,8.26401721425901e+25,8.273831691136517e+25,3.7345151030936205e+26,3.106543701191859e+26,1543883406749.3457,55363829738333.414,2130000000000000.0,-3240000000000.0
3.0395249426153544e+16,4.006621068431159e+16,3.794135727849055e+16,1.3097196834033637e+17,7.407639120298437e+16,34150904.55674024,975404997.4775506,36500000000.0,-206000000.0
1.1060682219735762e+16,1.482063377311546e+16,1.4659986515393834e+16,6.344316320572714e+16,5.1655642225107464e+16,20185138.54501069,713995625.5025955,29500000000.0,-72900000.0
1.1192251826439839e+26,1.5086888171793255e+26,1.509540695300104e+26,6.80281899339511e+26,5.66419960676656e+26,2090213559454.518,74829417376551.6,2850000000000000.0,-2950000000000.0
1267020070235265.2,1714797934362785.2,1710280942588897.5,7647587278117271.0,6360522309113297.0,6918879.338326425,245893266.07126552,9250000000.0,-196000.0
1.6136448122981502e+16,2.2236284868116304e+16,2.2316009926516056e+16,1.0140408388759096e+17,8.400969210078594e+16,24089421.068719685,888364170.3685869,38200000000.0,-187000000.0
7.877289835752582e+24,1.061736958670222e+25,1.061646118060932e+25,4.776235276524661e+25,3.979143189243421e+25,554809944916.8612,19830860319664.758,752000000000000.0,-197000000000.0
2323346364731883.0,3009771266624139.0,2793275734833960.5,9321710154958352.0,6568159933692858.0,9291184.2707,289725281.9579446,12200000000.0,-8580000.0
1396080091120411.0,1902261730032943.0,1903516245773425.2,8575004882267697.0,7059780657343784.0,7271182.01839105,258777944.05189887,9620000000.0,-46300000.0
1475956713300317.5,1984574858668554.2,1984437238743462.2,8929126901515353.0,7401956462605411.0,7293236.325904311,265928194.77288413,11300000000.0,-18900000.0
1.3430773990284117e+25,1.81327004397792e+25,1.8108389355695297e+25,8.121146361221461e+25,6.780345700038758e+25,726605843142.269,25887725732782.445,943000000000000.0,-44600000.0
8.10244721184961e+26,1.0941175668345231e+27,1.095300249938176e+27,4.942465545887183e+27,4.112110353948594e+27,5635571970093.167,201575547806410.62,7490000000000000.0,-10500000000000.0
1.0742810710364989e+27,1.4553990193968417e+27,1.4555019155032886e+27,6.551062579029078e+27,5.458563782428398e+27,6502496338498.411,232173433289533.2,8530000000000000.0,-2220000000000.0
5.515330857843489e+25,7.450412461544673e+25,7.457654997565058e+25,3.363568174032546e+26,2.7960791127407228e+26,1471042471499.9087,52552462253029.55,1940000000000000.0,-2660000000000.0
1.4088272330039718e+16,1.9268666583425184e+16,1.9294972770754816e+16,8.719018932505933e+16,7.245742610029944e+16,22998118.65019944,826854033.596184,32500000000.0,-96300000.0
1.8229704500788495e+18,2.4087796075446344e+18,2.249320339456191e+18,7.194188323782819e+18,3.2277969038475535e+18,265323348.27367187,6435596978.735286,226000000000.0,-260000000.0
2.6279104990951695e+25,3.4597096905758303e+25,3.4562813142127204e+25,1.5514382653379426e+26,1.2947054244947246e+26,737082345018.5563,35880447853083.1,1810000000000000.0,-66100000.0
1823981901554821.0,2523966331314325.0,2530221781270649.5,1.1449440474524734e+16,9411654088147054.0,7840885.921815993,297310983.4611332,13600000000.0,-80600000.0
1.1354189838450595e+24,1.5378540532294312e+24,1.5387416455255095e+24,6.934666113535717e+24,5.772963626355561e+24,211389324412.86328,7550569084026.612,275000000000000.0,-315000000000.0
4832739021553801.0,6727510954612074.0,6761540610993332.0,3.0839534663462984e+16,2.5490161683375436e+16,12053392.652322955,487870906.7187521,23500000000.0,-187000000.0
7.82586680174169e+16,1.0387253103725792e+17,1.034293994311583e+17,4.5996873257473114e+17,3.83979193691103e+17,47922316.51487502,1924299243.855871,92900000000.0,-55100000.0
6243451524533015.0,8239534228674776.0,7437247215646782.0,1.9209522213395416e+16,4782175812344036.0,13378551.117301075,398600519.03612524,18700000000.0,-32700000.0
6.665134543419836e+24,9.109510273257481e+24,9.120807393542571e+24,4.117393750198082e+25,3.42474031713136e+25,505070336895.3651,18371439321165.414,766000000000000.0,-1340000000000.0
5092433817981508.0,6918140876594987.0,6910499142361295.0,3.101902306711563e+16,2.5778801085255544e+16,13895621.430012638,494399059.28960264,17700000000.0,-30200000.0
2791972737574262.5,3752147280030564.0,3709218035173612.0,1.5989471554382472e+16,1.305341130410711e+16,10236615.178540427,357985446.6618222,14100000000.0,-6270000.0
5.962807820340074e+16,7.915047718033325e+16,7.929117807794938e+16,3.576004712802262e+17,2.951206763619598e+17,38035422.197181806,1689637778.792865,84400000000.0,-443000000.0
2.3967422995586893e+17,3.247221481306912e+17,3.157265202398263e+17,1.2221710631610191e+18,6.880186127647137e+17,93658650.23657078,2759248798.2533603,110000000000.0,-734000000.0
2.7372520203165953e+26,3.690949384445428e+26,3.693464609315053e+26,1.6649716265926696e+27,1.3860617210454542e+27,3270190844299.88,117051159191497.05,4440000000000000.0,-3920000000000.0
9.386552500260546e+24,1.2688268551591255e+25,1.2688786981952906e+25,5.7106800745063034e+25,4.758128993885862e+25,607523752506.9421,21682051078649.23,783000000000000.0,-76100000000.0
2000452347772847.8,2688760022395783.5,2653494802057888.0,1.145999743771671e+16,9434565884861790.0,8689956.60262457,303879793.3554747,11700000000.0,-2960.0
3.9499465963960005e+25,5.318847083237659e+25,5.324411706845266e+25,2.4024119985127748e+26,1.9988847651418933e+26,1238476028537.4785,44456768059856.98,1730000000000000.0,-2380000000000.0
9.469376650582045e+23,1.2788971790161754e+24,1.2777437543161728e+24,5.736801427630589e+24,4.7863060435118353e+24,192938562817.75793,6877876723207.569,250000000000000.0,-7120000.0
2.137710825627469e+26,2.8765747438948552e+26,2.8767141091128422e+26,1.2947095978522767e+27,1.0788201496062226e+27,2880643778504.521,103294497982824.95,4030000000000000.0,-1720000000000.0
8786836206804075.0,1.1862535174295876e+16,1.1906145631510496e+16,5.410694181776054e+16,4.476471156476185e+16,17935678.291058023,652807341.4841132,27000000000.0,-149000000.0
